Fighter_Name,Height,Weight,Reach,Stance,DOB,Wins,Losses,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,Fighter_URL,Height_cm
Chris Ewert,"6' 0""",185 lbs.,"75.0""",Orthodox,1993-09-06,7,1,0,3.4,37%,4.33,50%,0.0,0%,42%,0.0,http://ufcstats.com/fighter-details/54c2576b7f2f1f57,182.9
Neal Ewing,,185 lbs.,,,1985-09-30,6,0,0,2.27,60%,1.93,48%,5.0,62%,0%,0.0,http://ufcstats.com/fighter-details/0798f558681d0eb5,
Ethyn Ewing,"5' 6""",135 lbs.,"69.0""",Orthodox,1998-02-16,9,2,0,5.67,52%,5.13,47%,3.0,60%,100%,0.0,http://ufcstats.com/fighter-details/d776b5814f2400b4,167.6
Manuel Exposito,"5' 7""",145 lbs.,"68.0""",Orthodox,2000-05-09,13,3,0,2.53,27%,9.73,34%,2.0,40%,100%,0.0,http://ufcstats.com/fighter-details/a1cb266d7f44f35f,170.2
Jessica Eye,"5' 6""",125 lbs.,"66.0""",Orthodox,1986-07-27,15,11,0,3.86,37%,4.19,55%,0.58,40%,57%,0.5,http://ufcstats.com/fighter-details/f72465a784c1b084,167.6
Edward Faaloloto,,155 lbs.,"70.0""",Orthodox,1984-07-15,2,5,0,2.28,32%,6.25,44%,1.01,25%,33%,0.0,http://ufcstats.com/fighter-details/6224e8d0a34264eb,
Urijah Faber,"5' 6""",135 lbs.,"67.0""",Orthodox,1979-05-14,35,11,0,2.65,40%,2.59,64%,1.54,30%,58%,0.8,http://ufcstats.com/fighter-details/78114b7199cef90c,167.6
Melinda Fabian,"5' 6""",125 lbs.,"66.0""",Orthodox,1987-06-25,4,4,2,4.03,41%,4.0,62%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/8c020156779f7888,167.6
Wagnney Fabiano,"5' 6""",145 lbs.,"69.0""",Southpaw,1975-07-14,16,4,0,1.19,38%,0.66,70%,3.44,64%,100%,0.4,http://ufcstats.com/fighter-details/40389d39a92f5bfa,167.6
Bartosz Fabinski,"6' 0""",170 lbs.,"75.0""",Orthodox,1986-04-26,15,5,0,2.23,68%,1.46,51%,7.1,70%,80%,0.0,http://ufcstats.com/fighter-details/e17ac6410c8377f4,182.9
Ron Faircloth,"5' 9""",205 lbs.,,Orthodox,1979-08-16,33,20,0,0.39,40%,8.9,42%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,175.3
Jason Fairn,"6' 1""",230 lbs.,,,,4,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/adea9f0090aa8e14,185.4
Zarah Fairn,"5' 8""",135 lbs.,"72.0""",Orthodox,1983-12-10,6,6,0,4.55,31%,7.4,45%,0.0,0%,60%,0.0,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,172.7
Rinat Fakhretdinov,"6' 0""",170 lbs.,"74.0""",Orthodox,1991-09-28,24,1,1,5.03,52%,3.61,54%,3.91,34%,91%,0.2,http://ufcstats.com/fighter-details/8f765fd5775a8873,182.9
Maiquel Falcao,"5' 11""",185 lbs.,,Orthodox,1981-03-08,37,10,0,1.67,55%,0.53,86%,1.0,100%,71%,3.0,http://ufcstats.com/fighter-details/d58478ded5534695,180.3
Pedro Falcao,"5' 6""",135 lbs.,"66.0""",Orthodox,1992-07-30,16,5,0,3.21,48%,3.39,50%,2.73,25%,66%,0.0,http://ufcstats.com/fighter-details/f7be1db194e03d7e,167.6
Brodie Farber,"6' 1""",170 lbs.,,Orthodox,1980-07-05,16,7,0,1.69,45%,2.17,53%,0.9,50%,20%,0.9,http://ufcstats.com/fighter-details/91d73ee59347ac16,185.4
Joao Paulo Faria,"5' 9""",155 lbs.,,,,1,1,0,6.69,64%,2.09,85%,1.25,50%,0%,1.2,http://ufcstats.com/fighter-details/04e9955f33e0c267,175.3
Kalindra Faria,"5' 7""",125 lbs.,,Switch,1986-07-23,18,8,1,2.23,56%,1.44,45%,1.31,66%,20%,0.7,http://ufcstats.com/fighter-details/27b164b0d1833df0,170.2
Jair Farias,"6' 1""",145 lbs.,"76.0""",Orthodox,1993-03-16,10,1,0,3.8,39%,5.33,51%,0.0,0%,41%,0.0,http://ufcstats.com/fighter-details/431262bbc69215dc,185.4
Chance Farrar,"5' 9""",145 lbs.,,Southpaw,1975-09-11,8,3,0,0.81,22%,2.21,67%,3.02,100%,0%,0.0,http://ufcstats.com/fighter-details/49c7236c737d7e59,175.3
Rico Farrington,"6' 4""",170 lbs.,"79.0""",Southpaw,1989-06-19,7,3,0,6.33,41%,7.2,51%,0.0,0%,20%,0.0,http://ufcstats.com/fighter-details/f89e6e66b9b112de,193.0
Kelly Faszholz,"5' 8""",135 lbs.,,Orthodox,1985-04-09,4,2,0,4.01,48%,3.61,52%,0.0,0%,44%,0.0,http://ufcstats.com/fighter-details/9c42a0de8e012870,172.7
Rodney Faverus,"6' 0""",215 lbs.,,Southpaw,1975-01-03,25,20,3,2.3,53%,1.6,54%,4.5,100%,25%,0.0,http://ufcstats.com/fighter-details/5af26b3201690d29,182.9
Paul Felder,"5' 11""",155 lbs.,"70.0""",Orthodox,1984-04-25,17,6,0,3.7,44%,3.44,48%,0.29,28%,64%,0.2,http://ufcstats.com/fighter-details/e5010b1b94ca5755,180.3
Carlos Felipe,"6' 0""",245 lbs.,"75.0""",Orthodox,1995-01-12,11,2,0,4.88,45%,5.6,50%,0.0,0%,72%,0.0,http://ufcstats.com/fighter-details/a2ea77e974c5889f,182.9
JP Felty,,170 lbs.,,,1979-04-28,4,5,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/954e3f4e2b0e6510,
Feng Pengchao,,135 lbs.,,,,15,9,1,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/86597694317e5e1b,
Feng Xiaocan,"5' 7""",115 lbs.,"67.0""",Southpaw,2001-10-27,10,4,0,4.18,49%,1.49,68%,0.7,100%,63%,0.0,http://ufcstats.com/fighter-details/c940b42df95bbd28,170.2
Kevin Ferguson,"6' 2""",235 lbs.,"77.0""",Orthodox,1974-02-08,5,2,0,2.3,50%,3.41,38%,3.1,72%,36%,1.2,http://ufcstats.com/fighter-details/27541033b97c076d,188.0
Rhadi Ferguson,"5' 7""",205 lbs.,,,,3,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/15f4550e017f6c7d,170.2
Tony Ferguson,"5' 11""",170 lbs.,"76.0""",Orthodox,1984-02-12,26,11,0,4.91,45%,4.37,55%,0.39,35%,66%,0.9,http://ufcstats.com/fighter-details/22a92d7f62195791,180.3
Josh Ferguson,"5' 5""",125 lbs.,,Orthodox,1988-05-13,10,5,0,2.13,43%,4.18,32%,0.59,11%,54%,0.0,http://ufcstats.com/fighter-details/b0f316c60f8d3b47,165.1
CJ Fernandes,"6' 2""",170 lbs.,,,1977-11-13,14,8,3,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/979f7edbb6980b0d,188.0
Bibiano Fernandes,"5' 7""",139 lbs.,,Orthodox,1980-03-30,20,3,0,2.91,40%,2.02,72%,3.97,53%,77%,0.6,http://ufcstats.com/fighter-details/cbc071cb20ea59c7,170.2
Gabriella Fernandes,"5' 6""",125 lbs.,"66.0""",Southpaw,1993-08-13,11,3,0,3.56,48%,5.19,52%,0.44,18%,68%,0.2,http://ufcstats.com/fighter-details/a6eb54ae17a551be,167.6
Kaue Fernandes,"5' 9""",155 lbs.,"73.0""",Orthodox,1995-03-17,11,2,0,4.28,55%,1.42,62%,1.18,100%,76%,0.0,http://ufcstats.com/fighter-details/ec13c393d029297d,175.3
Emily Fernandez,,,,,,0,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7ee1babb99f30115,
Luke Fernandez,"6' 1""",205 lbs.,"76.0""",Orthodox,1995-06-29,6,1,0,8.14,58%,10.17,36%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d62e280d0f7b6d6f,185.4
Lucas Fernando,"6' 3""",185 lbs.,"80.0""",,1997-01-10,9,2,0,1.87,51%,4.73,38%,3.0,30%,0%,1.0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,190.5
Alexandre Ferreira,"5' 7""",205 lbs.,,Orthodox,1979-04-25,18,6,0,2.57,60%,8.14,42%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/28ba5f27e473420c,170.2
Cezar Ferreira,"6' 1""",185 lbs.,"78.0""",Southpaw,1985-02-15,13,8,0,1.9,42%,2.44,53%,2.69,53%,84%,0.5,http://ufcstats.com/fighter-details/dbc17725b887860a,185.4
Diego Ferreira,"5' 9""",155 lbs.,"74.0""",Orthodox,1985-01-18,19,7,0,4.7,39%,3.46,55%,0.82,30%,57%,0.6,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,175.3
Erisson Ferreira,"5' 6""",125 lbs.,"70.0""",Orthodox,1991-05-03,12,2,0,1.75,32%,2.75,56%,1.11,100%,66%,1.7,http://ufcstats.com/fighter-details/1c2a8915f8431507,167.6
Brunno Ferreira,"5' 10""",185 lbs.,"72.0""",Orthodox,1992-11-04,15,3,0,3.77,50%,3.91,51%,1.25,23%,61%,0.8,http://ufcstats.com/fighter-details/1e719d4b676dc19a,177.8
Scott Ferrozzo,"5' 11""",323 lbs.,,Orthodox,1965-04-26,4,2,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/977081bc01197656,180.3
Timo Feucht,"6' 3""",205 lbs.,"79.0""",Orthodox,1996-01-18,8,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203,190.5
Andre Fialho,"6' 0""",170 lbs.,"74.0""",Orthodox,1994-04-07,16,8,0,3.3,41%,6.26,45%,0.25,100%,66%,0.0,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,182.9
Drew Fickett,"5' 10""",155 lbs.,"70.0""",Orthodox,1979-12-14,42,21,0,2.33,41%,2.29,57%,1.3,35%,30%,2.2,http://ufcstats.com/fighter-details/d814f5192e58fb2f,177.8
Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,,0,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/0ec821423baa26bd,193.0
Ron Fields,"6' 2""",200 lbs.,,Orthodox,1974-11-18,28,32,1,0.33,33%,2.64,11%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,188.0
Michal Figlak,"5' 10""",155 lbs.,"70.0""",Orthodox,1996-08-15,8,2,0,4.0,39%,4.93,52%,0.5,12%,57%,0.0,http://ufcstats.com/fighter-details/b4c57a8c2b773e82,177.8
Deiveson Figueiredo,"5' 5""",135 lbs.,"68.0""",Orthodox,1987-12-18,25,6,1,2.63,53%,3.47,49%,1.61,35%,57%,1.2,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,165.1
Francisco Figueiredo,"5' 6""",125 lbs.,"68.0""",Southpaw,1989-10-23,13,5,1,2.04,61%,2.59,61%,2.51,75%,76%,0.4,http://ufcstats.com/fighter-details/cdadae5363b66eef,167.6
Anthony Figueroa,"5' 4""",135 lbs.,,Orthodox,,11,8,1,2.37,48%,3.77,49%,0.0,0%,58%,0.0,http://ufcstats.com/fighter-details/daff32bc96d1eabf,162.6
Edwin Figueroa,"5' 7""",135 lbs.,"69.0""",Orthodox,1984-07-31,9,5,0,2.57,39%,3.06,51%,0.2,100%,37%,0.6,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,170.2
Jonathan Figueroa,,185 lbs.,,,1995-02-05,16,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/2226445c4a196dc8,
Paulo Filho,"5' 8""",185 lbs.,,Southpaw,1978-05-24,23,6,3,1.86,48%,1.67,66%,2.4,32%,42%,1.6,http://ufcstats.com/fighter-details/2abdead94ce73552,172.7
Jafel Filho,"5' 7""",125 lbs.,"68.0""",Orthodox,1993-05-05,17,4,0,1.85,41%,1.62,50%,2.52,45%,66%,2.2,http://ufcstats.com/fighter-details/65adf3856c4d9256,170.2
Andre Fili,"5' 11""",145 lbs.,"74.0""",Orthodox,1990-06-25,25,12,0,3.87,37%,4.23,51%,2.22,45%,71%,0.2,http://ufcstats.com/fighter-details/8fd808923cffff82,180.3
Mirko Filipovic,"6' 2""",230 lbs.,"73.0""",Southpaw,1974-09-10,35,11,2,2.11,50%,1.89,63%,0.19,40%,78%,0.3,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,188.0
Brady Fink,"6' 0""",183 lbs.,,Orthodox,1981-05-23,2,3,0,1.69,41%,1.69,61%,3.63,25%,0%,3.6,http://ufcstats.com/fighter-details/997b4f52f76a0b53,182.9
Jesse Finney,"6' 0""",170 lbs.,,,1974-07-11,5,1,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/0496cdac0bc9edd8,182.9
Jan Finney,"5' 8""",135 lbs.,,Orthodox,1980-04-18,11,12,0,2.16,28%,8.75,42%,0.77,11%,25%,0.0,http://ufcstats.com/fighter-details/3317823959d32a05,172.7
Torrez Finney,"5' 8""",185 lbs.,"75.0""",Orthodox,1998-10-24,11,1,0,1.78,54%,3.34,40%,6.86,59%,75%,0.8,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,172.7
Luigi Fioravanti,"5' 8""",170 lbs.,"70.0""",Orthodox,1981-01-22,26,15,0,2.23,42%,2.21,69%,3.76,63%,67%,0.9,http://ufcstats.com/fighter-details/9583662df31d943f,172.7
Nick Fiore,"5' 10""",155 lbs.,"72.0""",Orthodox,1997-12-10,6,2,0,2.83,46%,7.93,42%,2.5,45%,71%,0.0,http://ufcstats.com/fighter-details/036e96c1c12b8a59,177.8
Manon Fiorot,"5' 7""",125 lbs.,"65.0""",Orthodox,1990-02-17,13,2,0,5.66,42%,3.58,66%,1.05,29%,87%,0.0,http://ufcstats.com/fighter-details/34ff304266360297,170.2
Luiz Firmino,"5' 6""",154 lbs.,,Orthodox,1982-03-18,19,8,0,1.23,50%,1.22,51%,3.86,45%,20%,0.9,http://ufcstats.com/fighter-details/16d09e800ad7ec79,167.6
Spencer Fisher,"5' 7""",155 lbs.,"68.0""",Southpaw,1976-05-09,24,9,0,3.17,43%,3.03,64%,0.67,30%,60%,0.8,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,170.2
Chris Fishgold,"5' 8""",145 lbs.,"68.0""",Orthodox,1992-06-06,18,4,1,2.01,32%,2.7,46%,2.59,46%,44%,1.3,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,172.7
Bryanna Fissori,"5' 4""",145 lbs.,,,,2,4,0,1.4,46%,1.2,57%,2.0,25%,50%,0.0,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,162.6
Jon Fitch,"6' 0""",170 lbs.,"74.0""",Orthodox,1978-02-24,30,7,1,2.61,50%,1.65,54%,3.6,51%,56%,0.8,http://ufcstats.com/fighter-details/6f018c039b4d5d80,182.9
Isi Fitikefu,"5' 10""",205 lbs.,,,,6,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5,177.8
Rafael Fiziev,"5' 8""",155 lbs.,"71.0""",Switch,1993-03-05,13,5,0,4.71,52%,4.84,49%,0.83,66%,90%,0.0,http://ufcstats.com/fighter-details/c814b4c899793af6,172.7
Colin Fletcher,"6' 2""",155 lbs.,,Orthodox,1983-01-08,14,8,0,3.1,34%,2.97,62%,0.0,0%,27%,0.0,http://ufcstats.com/fighter-details/7d09200f6a77b20e,188.0
AJ Fletcher,"5' 10""",170 lbs.,"67.0""",Switch,1997-02-18,10,3,0,3.36,49%,4.61,46%,1.54,35%,33%,0.9,http://ufcstats.com/fighter-details/725b1abc9a39d873,177.8
Nathan Fletcher,"5' 7""",135 lbs.,"70.0""",Orthodox,1998-01-03,9,3,0,3.41,59%,2.16,57%,3.37,38%,50%,0.7,http://ufcstats.com/fighter-details/a2d342ffc83913ed,170.2
Jimmy Flick,"5' 7""",125 lbs.,"68.0""",Orthodox,1990-09-07,17,9,0,1.67,50%,4.7,43%,2.36,33%,0%,3.5,http://ufcstats.com/fighter-details/09e62c450e754913,170.2
Luke Flores,"6' 0""",155 lbs.,"73.0""",Southpaw,1988-03-17,9,2,0,1.56,44%,1.88,60%,0.0,0%,40%,1.2,http://ufcstats.com/fighter-details/b5f44dcb863f595b,182.9
Ty Flores,"6' 3""",205 lbs.,"73.0""",Switch,1993-12-22,7,3,0,2.0,37%,7.8,25%,1.0,9%,0%,0.0,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a,190.5
Alejandro Flores,"5' 10""",145 lbs.,"73.0""",Orthodox,1991-08-06,17,3,0,3.66,40%,2.02,54%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d23d5960ac5e117c,177.8
Kenny Florian,"5' 10""",145 lbs.,"74.0""",Southpaw,1976-05-26,14,6,0,2.41,40%,1.85,63%,2.22,33%,60%,1.3,http://ufcstats.com/fighter-details/cb139171ed1b69fe,177.8
Darrius Flowers,"5' 9""",155 lbs.,"71.0""",Orthodox,1994-08-25,12,8,1,3.07,49%,5.49,44%,0.98,28%,63%,0.0,http://ufcstats.com/fighter-details/65db4065e2bc107d,175.3
Cody Floyd,,,,,1988-07-18,2,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/8164250600b7c91b,
Bobby Flynn,,170 lbs.,,,,6,4,0,0.38,25%,0.77,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a,
Caros Fodor,"5' 9""",155 lbs.,"74.0""",Orthodox,1984-01-07,11,6,0,2.76,54%,2.83,54%,2.1,25%,50%,0.0,http://ufcstats.com/fighter-details/01d2ed8c502e3828,175.3
Mal Foki,"5' 7""",220 lbs.,,Orthodox,1976-03-16,5,5,0,2.86,14%,14.29,54%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fa534853eb195270,170.2
Matt Foki,"5' 7""",220 lbs.,,Orthodox,1976-03-16,5,4,0,0.0,0%,3.37,56%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5de61b03868035ff,170.2
AJ Fonseca,"5' 4""",145 lbs.,,,,5,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/0adf1aacda5e26ac,162.6
Rob Font,"5' 8""",135 lbs.,"71.0""",Orthodox,1987-06-25,22,10,0,5.11,45%,3.53,57%,0.7,29%,37%,0.3,http://ufcstats.com/fighter-details/05339613bf8e9808,172.7
Claudionor Fontinelle,"5' 5""",185 lbs.,,Orthodox,,10,15,1,2.62,42%,10.25,28%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/7a82635ffa9b59fe,165.1
Jesse Forbes,"6' 2""",185 lbs.,"75.0""",Southpaw,1984-10-24,15,5,0,2.11,24%,4.06,53%,1.79,75%,66%,1.2,http://ufcstats.com/fighter-details/947eccadb72f4f6f,188.0
Sterling Ford,"5' 10""",155 lbs.,,,1986-03-12,15,7,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,177.8
Codale Ford,"5' 9""",170 lbs.,,,1979-05-13,11,9,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5340123d826ceadb,175.3
Raheam Forest,"5' 11""",170 lbs.,"73.0""",Switch,1997-07-11,7,2,0,5.32,38%,12.15,42%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/90390dd1b0791e7f,180.3
Jussier Formiga,"5' 5""",125 lbs.,"67.0""",Orthodox,1985-04-14,23,8,0,1.42,39%,2.34,64%,1.82,35%,87%,0.6,http://ufcstats.com/fighter-details/b102c26727306ab6,165.1
Carol Foro,"5' 2""",115 lbs.,"61.0""",Orthodox,1997-03-21,9,1,0,7.8,55%,7.67,58%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/77ba5b2939c4018b,157.5
Renee Forte,"5' 7""",155 lbs.,"71.0""",Orthodox,1987-03-27,8,4,0,2.08,32%,2.12,63%,2.32,58%,66%,0.0,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,170.2
Brianna Fortino,"5' 0""",115 lbs.,"62.0""",Southpaw,1993-08-04,9,3,0,3.53,41%,3.23,57%,2.5,45%,66%,0.0,http://ufcstats.com/fighter-details/b53c46f613f6f248,152.4
Marcel Fortuna,"6' 1""",205 lbs.,"74.0""",Orthodox,1985-10-22,9,3,0,3.83,46%,4.52,64%,0.45,8%,75%,0.5,http://ufcstats.com/fighter-details/d761b3766e38c5db,185.4
Tyrell Fortune,,259 lbs.,,,1990-07-04,17,3,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/bc7f4b2d4c2724a2,
Brian Foster,"5' 9""",170 lbs.,"71.0""",Orthodox,1984-04-03,27,10,0,3.3,39%,1.63,65%,3.67,60%,37%,1.8,http://ufcstats.com/fighter-details/3dc3022232b79c7a,175.3
Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,1982-07-03,32,22,0,1.47,43%,2.5,49%,0.0,0%,16%,0.0,http://ufcstats.com/fighter-details/ec33146e43e58933,185.4
Mason Fowler,"5' 11""",170 lbs.,,,,2,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d745d4146be48679,180.3
Brandon Foxworth,"5' 11""",145 lbs.,,Orthodox,1979-04-28,18,4,0,1.33,32%,4.59,50%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/f65a0eb902f9476b,180.3
Hermes Franca,"5' 6""",155 lbs.,"71.0""",Orthodox,1974-08-26,24,17,0,1.78,39%,2.85,55%,1.53,36%,37%,2.4,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,167.6
Glaico Franca Moreira,"6' 0""",155 lbs.,"77.0""",Orthodox,1991-02-28,15,5,0,2.35,42%,3.46,47%,2.68,42%,76%,0.3,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,182.9
Francisco France,"6' 0""",205 lbs.,,,1983-01-21,13,5,1,0.54,33%,3.51,27%,0.0,0%,0%,6.1,http://ufcstats.com/fighter-details/ecfdbf38681a59ba,182.9
John Franchi,"5' 6""",145 lbs.,"67.0""",Orthodox,1982-07-16,6,2,0,1.83,48%,2.59,48%,2.68,80%,40%,0.3,http://ufcstats.com/fighter-details/b9532d815060de7f,167.6
Felipe Franco,"6' 1""",205 lbs.,"76.0""",Orthodox,2001-01-22,8,1,0,2.23,71%,2.84,35%,6.08,40%,100%,0.0,http://ufcstats.com/fighter-details/e564146b9cf6dbef,185.4
Rich Franklin,"6' 1""",185 lbs.,"76.0""",Southpaw,1974-10-05,29,7,0,4.1,44%,2.07,62%,1.31,66%,63%,0.7,http://ufcstats.com/fighter-details/d897897060f10a3a,185.4
Xavier Franklin,"5' 6""",135 lbs.,"66.0""",Southpaw,1996-10-15,5,1,0,3.07,33%,5.27,50%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/90957a918e26bf9c,167.6
Zoila Frausto,"5' 4""",135 lbs.,,Orthodox,1983-12-10,13,5,0,0.77,31%,1.64,53%,0.0,0%,57%,0.0,http://ufcstats.com/fighter-details/040d3b4c735541aa,162.6
Stephanie Frausto,"5' 2""",115 lbs.,"61.0""",Orthodox,1990-09-20,8,7,0,1.43,21%,3.57,60%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/fee02819a271c050,157.5
Zane Frazier,"6' 5""",250 lbs.,,Orthodox,,4,11,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/d3711d3784b76255,195.6
Gary Frazier,"6' 0""",245 lbs.,,Orthodox,1988-03-31,3,3,0,1.5,39%,2.77,46%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc,182.9
Justin Frazier,"6' 0""",265 lbs.,"75.0""",Southpaw,1989-06-15,10,3,0,1.11,66%,6.11,4%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/78863e4a28204a6b,182.9
Ian Freeman,"5' 11""",225 lbs.,,Orthodox,1966-11-10,20,7,1,2.54,48%,3.11,44%,1.44,40%,80%,0.7,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,180.3
Jason Freeman,"6' 2""",225 lbs.,,,1976-09-02,6,4,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/5870bd1eadf4f322,188.0
Kennedy Freeman,,125 lbs.,,,1996-11-26,6,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/63d071997c75e3fd,
Denzel Freeman,"6' 1""",265 lbs.,"77.0""",Southpaw,1991-11-10,7,2,0,2.45,56%,3.4,50%,0.0,0%,50%,0.0,http://ufcstats.com/fighter-details/b5c19c34f12c917e,185.4
Willamy Freire,"5' 8""",155 lbs.,,Orthodox,1987-07-28,26,6,0,1.53,37%,0.93,62%,0.5,100%,73%,0.0,http://ufcstats.com/fighter-details/f1f37d667bcd0d27,172.7
Patricio Freire,"5' 6""",145 lbs.,"67.0""",Orthodox,1987-07-07,37,8,0,2.68,43%,4.23,57%,1.49,33%,88%,0.6,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,167.6
Patricky Freire,"5' 7""",155 lbs.,"71.0""",,1986-06-01,17,8,0,3.06,44%,3.34,69%,1.26,33%,100%,0.0,http://ufcstats.com/fighter-details/90e6dde9113830bd,170.2
Jeremy Freitag,"6' 1""",205 lbs.,,,,6,10,0,0.0,0%,8.37,19%,0.0,0%,33%,1.9,http://ufcstats.com/fighter-details/a47e9ec288c91067,185.4
Rafael Freitas,,205 lbs.,,Orthodox,,3,6,0,2.0,29%,8.0,51%,11.25,50%,0%,0.0,http://ufcstats.com/fighter-details/14b9e0f2679a2205,
Donavon Frelow,"5' 7""",135 lbs.,,Orthodox,1985-01-20,6,3,0,2.4,27%,3.2,52%,1.0,100%,26%,0.0,http://ufcstats.com/fighter-details/9aa56f004b2bca07,170.2
Josh Fremd,"6' 4""",185 lbs.,"76.0""",Orthodox,1994-01-15,11,6,0,2.52,44%,2.23,47%,0.66,25%,30%,1.1,http://ufcstats.com/fighter-details/ca43de99b07b6b40,193.0
Clay French,"5' 7""",161 lbs.,,Southpaw,1980-10-07,19,7,0,1.52,50%,1.27,16%,0.0,0%,100%,0.0,http://ufcstats.com/fighter-details/73321668ff977f1b,170.2
Mike French,"5' 10""",145 lbs.,,,1975-05-29,9,10,0,0.23,23%,2.17,42%,0.0,0%,22%,1.0,http://ufcstats.com/fighter-details/756f45905fb20cb5,177.8
Matt Frevola,"5' 9""",155 lbs.,"71.0""",Orthodox,1990-06-11,11,6,1,3.3,39%,3.76,56%,2.34,41%,40%,0.8,http://ufcstats.com/fighter-details/dccb63727f2f5f74,175.3
Jinh Yu Frey,"5' 3""",115 lbs.,"65.0""",Southpaw,1985-05-20,11,10,0,2.97,43%,4.23,52%,1.02,36%,90%,0.3,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,160.0
Artem Frolov,"5' 10""",185 lbs.,,,1991-09-07,11,0,0,0.0,0%,0.0,0%,0.0,0%,0%,0.0,http://ufcstats.com/fighter-details/ee704df0afd74558,177.8
Sarah Frota,"5' 6""",125 lbs.,"69.0""",Southpaw,1987-04-14,9,2,0,4.52,52%,2.57,55%,0.0,0%,53%,0.0,http://ufcstats.com/fighter-details/1641ef250e9de19b,167.6
